Farmer_id,farmer_consent_form,district,number_of_coffee_farms_owned,farmer_head_of_family,number_of_household_members,farmer_member_coffee_org,name_of_coffee_org,farmer_part_of_carbon_project,carbon_project_name,farmer_has_mobile_money_wallet,land_agri_or_forest,land_documents,land_documents_other,any_land_dispute,any_land_dispute_details,protect_water_sources,protect_water_sources_details,use_organic_waste,use_organic_waste_details,harvest_wood_farm,harvest_wood_farm_regulations,harvest_wood_farm_regulations_details,interact_leaders_farming_activities,interact_leaders_farming_activities_details,workers_treatment,workers_treatment_details,pay_min_wage,pay_min_wage_details,underage_workers,underage_workers_details,workers_follow_schedule,workers_follow_schedule_details,workers_aware_of_rights,workers_aware_of_rights_details,pay_taxes,pay_taxes_details,corruption_practices_observed,corruption_practices_observed_details,gps_center_accuracy,gps_center_altitude,farm_size,coffee_trees_farmers_estimate,number_productive_trees,date_of_planting,percent_Arabica_grown,percent_Robusta_grown,crops_grown,crop_grown_other,irrigation_method,gap,male_workers,female_workers,temp_workers,permanent_workers,local_workers,immigrant_workers,2022_production_FAQ,2023_production_FAQ,2022_production_kiboko,2023_production_kiboko,2022_production_green_cherries,2023_production_green_cherries,sell_coffee_to,primary_buyer,primary_buyer_other
F-359,,Nakaseke,2,Yes,2.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,Unaware of tax obligations,No,No corruption observed,,,3.530217,2000.0,1755.0,2006-08-01 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",1.0,0.0,7.0,0.0,2.0,0.0,,1439.0,,3904.0,,1260.0,Nakaseke,Local Trader,
F-360,,Nakaseke,4,Yes,3.0,No,,No,,Yes,100% Agricultural,Other,,No,,No,,Yes,,No,,,Yes,No interaction with cultural leaders,Yes,,Yes,,No,No child labor employed,Yes,Irregular schedules due to seasonal work,Yes,,No,,No,No corruption observed,,,4.746944,190.0,789.0,2015-11-01 03:00:00Z,0-25%,75-100%,"Maize, Beans",,Rainfed,"Mulching, Pruning",5.0,1.0,6.0,5.0,0.0,0.0,,1226.0,,1866.0,,374.0,Nakaseke,Local Trader,
F-361,1.0,Kayunga,3,yes,5.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,4.724,1079.1,0.972213,1300.0,1250.0,1996-09-17 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],3.0,1.0,4.0,0.0,4.0,0.0,1875.0,938.0,3750.0,3750.0,,1875.0,It's picked from your farm,Supplier,
F-362,,Luwero,5,Yes,7.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,,Yes,,No,,,No,,Yes,Issues with equal pay reported,Yes,,No,No child labor employed,Yes,,Yes,,Yes,Unaware of tax obligations,No,No corruption observed,,,5.31887,2150.0,1823.0,2018-03-08 03:00:00Z,0-25%,75-100%,"Maize, Beans",,Rainfed,"Composting, Pest Management",4.0,0.0,9.0,4.0,10.0,0.0,,289.0,,2146.0,,295.0,Luwero,Local Trader,
F-363,,Luwero,4,Yes,9.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,Unaware of tax obligations,No,No corruption observed,,,4.514701,1200.0,589.0,2011-02-18 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Mulching, Pruning",1.0,0.0,4.0,2.0,2.0,0.0,,1337.0,,3886.0,,709.0,Luwero,Local Trader,
F-364,1.0,Kayunga,2,yes,9.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.2,1072.1,0.552398,1200.0,1000.0,2001-02-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding']",4.0,1.0,4.0,1.0,6.0,0.0,1000.0,800.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-365,,Nakaseke,4,No,2.0,No,,No,,Yes,100% Agricultural,Deed of Property,,No,,No,,Yes,,No,,,No,,Yes,,Yes,,No,No child labor employed,Yes,Irregular schedules due to seasonal work,Yes,,Yes,,No,No corruption observed,,,8.92051,10000.0,1285.0,,0-25%,75-100%,"Matoke, Groundnuts",,Irrigated,"Composting, Pest Management",3.0,0.0,5.0,4.0,1.0,0.0,,700.0,,2334.0,,276.0,Nakaseke,Local Trader,
F-366,1.0,Luwero,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.7,1095.9,0.736703,1050.0,1000.0,1978-09-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,2.0,2.0,2.0,4.0,0.0,200.0,250.0,200.0,200.0,,200.0,It's picked from your farm,Supplier,
F-367,1.0,Kayunga,2,yes,4.0,no,,no,,yes,Natural forest,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.9,1124.0,4.978964,2050.0,2000.0,2000-05-24 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],7.0,3.0,10.0,10.0,10.0,0.0,7000.0,7000.0,9000.0,9000.0,,7000.0,At a hulling station,Supplier,
F-368,1.0,Kayunga,1,yes,2.0,no,,no,,yes,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.552,1092.5,1.006389,1200.0,1000.0,2000-09-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,1.0,3.0,1.0,0.0,1200.0,600.0,2400.0,2400.0,,1200.0,It's picked from your farm,Supplier,
F-369,,Luwero,4,Yes,3.0,No,,No,,No,100% Agricultural,Customary,,No,,Yes,Lack of resources for buffer zones,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,No,,Yes,,Yes,,No,No corruption observed,,,4.914701,3000.0,2351.0,2005-02-11 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Intercropping, Soil Testing",9.0,9.0,9.0,0.0,3.0,0.0,,970.0,,3384.0,,2116.0,Luwero,Local Trader,
F-370,1.0,Luwero,2,yes,7.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,14.0,1175.0,2.483548,421.0,100.0,2010-04-02 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Using Fertilizers', 'Weeding']",3.0,2.0,5.0,3.0,0.0,0.0,9000.0,9000.0,9000.0,9000.0,,5000.0,At a hulling station,Hulling Station representative,
F-371,1.0,Kayunga,1,yes,1.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.516,1099.69999999999,0.448341,1050.0,1000.0,2011-11-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Tobacco']",,Rainfed,"['Using Fertilizers', 'Weeding', 'Intercropping']",0.0,1.0,0.0,1.0,0.0,0.0,1000.0,500.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-372,,Luwero,5,No,3.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,,Yes,,No,,,No,No interaction with cultural leaders,Yes,,Yes,,No,No child labor employed,Yes,,No,,Yes,,No,No corruption observed,,,3.023607,1200.0,367.0,1998-02-12 03:00:00Z,0-25%,75-100%,"Matoke, Groundnuts",,Rainfed,"Mulching, Pruning",7.0,4.0,2.0,1.0,0.0,0.0,,631.0,,4100.0,,580.0,Luwero,Local Trader,
F-373,1.0,Kayunga,1,yes,3.0,no,,no,,no,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.85,1100.7,0.369248,1250.0,1200.0,1991-01-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],4.0,0.0,4.0,0.0,4.0,0.0,1800.0,900.0,3600.0,3600.0,,1800.0,It's picked from your farm,Supplier,
F-374,1.0,Luwero,1,yes,2.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.47,1084.6,2.600101,1050.0,1000.0,2000-08-01 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,1.0,1.0,2.0,0.0,100.0,80.0,200.0,300.0,350.0,100.0,It's picked from your farm,Supplier,
F-375,,Luwero,4,Yes,7.0,no,,No,,No,100% Agricultural,Lease,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,3.203103,900.0,2013.0,,0-25%,75-100%,"Matoke, Groundnuts",,Rainfed,"Mulching, Pruning",2.0,1.0,3.0,2.0,2.0,0.0,,1683.0,,2369.0,,1976.0,Luwero,Local Trader,
F-376,1.0,Kayunga,2025-05-10 00:00:00,yes,4.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.216,1065.41723632812,0.316037,100.0,70.0,2007-02-15 03:00:00Z,0-25%,75-100%,['Beans'],,Irrigated,['Using Fertilizers'],10.0,5.0,10.0,30.0,3.0,2.0,100.0,150.0,100.0,100.0,,100.0,It's picked from your farm,Supplier,
F-377,1.0,Luwero,1,yes,3.0,no,,no,,no,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.2,1150.1,1.190949,1450.0,1400.0,2009-08-07 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",2.0,1.0,0.0,4.0,1.0,0.0,500.0,450.0,1000.0,1000.0,,500.0,It's picked from your farm,Supplier,
F-378,1.0,Luwero,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,18.376,1125.454,2.088099,1310.0,1260.0,2007-08-10 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],2.0,2.0,2.0,2.0,4.0,0.0,1350.0,1260.0,2700.0,2700.0,,1350.0,It's picked from your farm,Supplier,
F-379,1.0,Luwero,1,yes,8.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.1,1110.0,3.016709,1310.0,1260.0,2009-12-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",5.0,0.0,0.0,5.0,5.0,0.0,2250.0,2200.0,2700.0,2700.0,,2250.0,It's picked from your farm,Supplier,
F-380,,Nakaseke,1,Yes,8.0,No,,No,,No,100% Agricultural,Lease,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,No,,Yes,,No,No corruption observed,,,9.455012,4500.0,3460.0,2019-05-08 03:00:00Z,0-25%,75-100%,"Maize, Beans",,Rainfed,"Intercropping, Soil Testing",2.0,6.0,1.0,0.0,8.0,0.0,,1195.0,,198.0,,1226.0,Nakaseke,Local Trader,
F-381,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.733641,1078.543,0.245167,1700.0,1500.0,2009-06-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",8.0,4.0,4.0,8.0,12.0,0.0,1500.0,1350.0,3000.0,3000.0,,1500.0,It's picked from your farm,Supplier,
F-382,1.0,Kayunga,2025-05-10 00:00:00,yes,8.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,7.504,1065.82238769531,0.56608,100.0,70.0,2008-02-10 03:00:00Z,0-25%,75-100%,['Beans'],,Irrigated,['Using Fertilizers'],10.0,5.0,10.0,30.0,3.0,2.0,150.0,100.0,100.0,100.0,,150.0,It's picked from your farm,Supplier,
F-383,1.0,Luwero,1,yes,9.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.468,1131.6,0.441195,1080.0,1030.0,2020-09-04 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Weeding', 'Pruning', 'Intercropping']",6.0,6.0,0.0,12.0,0.0,0.0,1950.0,1755.0,3900.0,3900.0,,1950.0,At a hulling station,Supplier,
F-384,1.0,Luwero,1,yes,4.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,6.4,1138.1,0.444512,2850.0,2800.0,2015-09-13 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],2.0,2.0,2.0,2.0,0.0,0.0,150.0,45.0,1000.0,1000.0,,150.0,It's picked from your farm,Supplier,
F-385,1.0,Kayunga,2025-05-10 00:00:00,yes,5.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.216,1072.85107421875,0.228626,100.0,70.0,2006-02-10 03:00:00Z,0-25%,75-100%,['Beans'],,Irrigated,['Using Fertilizers'],10.0,5.0,10.0,30.0,3.0,2.0,150.0,100.0,100.0,100.0,,150.0,It's picked from your farm,Supplier,
F-386,1.0,Luwero,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.188,1108.311,4.651779,950.0,900.0,2000-07-23 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],1.0,1.0,1.0,2.0,0.0,0.0,600.0,300.0,1200.0,1200.0,,600.0,It's picked from your farm,Supplier,
F-387,,Nakaseke,2,No,9.0,No,,No,,Yes,100% Agricultural,Customary,,No,,Yes,,Yes,,No,,,Yes,No interaction with cultural leaders,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,5.330214,3200.0,1172.0,2005-06-01 03:00:00Z,0-25%,75-100%,"Maize, Beans",,Rainfed,"Intercropping, Soil Testing",2.0,2.0,6.0,5.0,7.0,0.0,,1657.0,,3616.0,,1950.0,Nakaseke,Local Trader,
F-388,,Luwero,5,No,4.0,No,,No,,Yes,100% Agricultural,Customary,,No,,Yes,,Yes,,No,,,No,No interaction with cultural leaders,Yes,,Yes,,No,No child labor employed,Yes,,No,Lack of training on rights,Yes,,No,No corruption observed,,,3.41448,1600.0,1887.0,1986-03-18 03:00:00Z,0-25%,75-100%,,,Rainfed,"Mulching, Pruning",4.0,1.0,3.0,2.0,7.0,0.0,,1101.0,,688.0,,793.0,Luwero,Local Trader,
F-389,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.73925316,1068.14,0.345552,1200.0,1000.0,2016-05-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",6.0,4.0,4.0,6.0,10.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-390,1.0,Luwero,More than 10,no,0.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,12.2,1108.19995117187,7.741992,450.0,100.0,2018-07-02 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,['Weeding'],1.0,1.0,1.0,1.0,1.0,1.0,250.0,225.0,5000.0,5000.0,,250.0,It's picked from your farm,Supplier,
F-391,1.0,Luwero,1,yes,3.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.987,1081.2,5.152033,1050.0,1000.0,2001-02-25 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,2.0,0.0,3.0,3.0,0.0,200.0,300.0,200.0,200.0,100.0,100.0,It's picked from your farm,Supplier,
F-392,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.7963053,1061.053,0.196042,1200.0,1000.0,2017-06-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",4.0,3.0,4.0,3.0,7.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,At a cooperative,Supplier,
F-393,1.0,Luwero,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.0,1075.0,3.27281,1310.0,1260.0,2009-05-15 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",5.0,0.0,0.0,5.0,5.0,0.0,2250.0,1200.0,2700.0,2700.0,,2250.0,It's picked from your farm,Supplier,
F-394,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,2.4,1139.3,0.571723,850.0,800.0,2008-03-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,0.0,2.0,0.0,0.0,0.0,609.0,400.0,800.0,800.0,,609.0,It's picked from your farm,Cooperative representative,
F-395,1.0,Luwero,1,yes,8.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.3,1150.0,2.97306,1800.0,1700.0,2006-02-07 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",2.0,0.0,2.0,5.0,1.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-396,1.0,Kayunga,1,no,4.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,2.6,1097.4,2.548118,850.0,800.0,2014-03-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],0.0,0.0,0.0,0.0,0.0,0.0,600.0,400.0,800.0,800.0,,600.0,It's picked from your farm,Cooperative representative,
F-397,,Nakaseke,1,No,7.0,Yes,ibero,No,,Yes,100% Agricultural,Deed of Property,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,4.187437,1963.0,464.0,2004-03-14 03:00:00Z,0-25%,75-100%,"Matoke, Groundnuts",,Irrigated,"Intercropping, Soil Testing",1.0,2.0,6.0,3.0,0.0,0.0,,1353.0,,2809.0,,2084.0,Nakaseke,Local Trader,
F-398,1.0,Luwero,1,no,6.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,6.5,1103.2,1.760384,1350.0,1350.0,2009-05-07 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",1.0,0.0,0.0,2.0,1.0,0.0,500.0,450.0,1000.0,1000.0,,500.0,It's picked from your farm,Supplier,
F-399,1.0,Kayunga,1,yes,9.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.3,1101.4,1.613883,1600.0,1600.0,1990-09-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,1.0,6.0,1.0,0.0,1600.0,800.0,3200.0,3200.0,,1600.0,It's picked from your farm,Supplier,
F-400,1.0,Luwero,1,yes,8.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.0,1110.0,1.314283,1310.0,1260.0,2011-07-21 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",3.0,0.0,0.0,3.0,3.0,0.0,1350.0,1200.0,2700.0,2700.0,,1350.0,It's picked from your farm,Supplier,
F-401,,Nakaseke,4,No,4.0,No,,No,,Yes,100% Agricultural,Other,,No,,Yes,,Yes,,No,,,Yes,,Yes,,Yes,,No,No child labor employed,Yes,,Yes,,Yes,,No,No corruption observed,,,4.463714,71.0,1469.0,2011-03-18 03:00:00Z,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Composting, Pest Management",5.0,10.0,10.0,4.0,12.0,0.0,,1088.0,,2161.0,,1924.0,Nakaseke,Local Trader,
F-402,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.2958118,1049.771,0.41157,1200.0,1000.0,2015-07-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Weeding', 'Intercropping']",4.0,4.0,2.0,6.0,8.0,0.0,900.0,900.0,2000.0,2000.0,1000.0,1000.0,It's picked from your farm,Supplier,
F-403,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,1.2695934,1085.144,1.790641,1050.0,1000.0,2009-05-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],0.0,0.0,0.0,4.0,0.0,0.0,800.0,600.0,1000.0,1000.0,,800.0,It's picked from your farm,Cooperative representative,
F-404,1.0,Kayunga,1,yes,7.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,6.9,1102.1,0.183482,650.0,600.0,1990-04-10 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",1.0,2.0,2.0,1.0,0.0,0.0,650.0,500.0,1300.0,1300.0,,650.0,It's picked from your farm,Supplier,
F-405,1.0,Luwero,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.5,1129.0,2.519801,1250.0,1200.0,2010-09-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",2.0,1.0,0.0,3.0,3.0,0.0,1250.0,1200.0,2700.0,2700.0,,1250.0,It's picked from your farm,Supplier,
F-406,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.0,1072.4,0.32372,1000.0,1000.0,2009-09-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding']",4.0,1.0,4.0,1.0,5.0,0.0,1000.0,800.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-407,1.0,Kayunga,1,yes,14.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.666,1035.3,2.384244,1400.0,1000.0,2000-04-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",3.0,3.0,1.0,5.0,6.0,0.0,750.0,650.0,1500.0,1500.0,,750.0,It's picked from your farm,Hulling Station representative,
F-408,,Luwero,5,No,5.0,No,,No,,No,100% Agricultural,Other,,No,,No,Lack of resources for buffer zones,Yes,,No,,,Yes,,No,,Yes,,No,No child labor employed,Yes,Irregular schedules due to seasonal work,Yes,Lack of training on rights,Yes,,No,No corruption observed,,,3.105909,260.0,666.0,,0-25%,75-100%,"Bananas, Cassava",,Rainfed,"Composting, Pest Management",1.0,1.0,1.0,5.0,0.0,0.0,,220.0,,4200.0,,1249.0,Luwero,Local Trader,
F-409,1.0,Luwero,1,yes,7.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.3,1136.5,4.100492,2250.0,2000.0,2007-05-06 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",2.0,0.0,2.0,8.0,3.0,0.0,1000.0,900.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
F-410,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.075,1053.4,0.514928,900.0,500.0,2020-05-21 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Weeding', 'Intercropping']",1.0,0.0,0.0,1.0,0.0,0.0,1600.0,1000.0,1400.0,1400.0,,1600.0,It's picked from your farm,Hulling Station representative,
F-411,1.0,Luwero,2,yes,7.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.0,1137.3,4.805989,2250.0,2000.0,2008-05-06 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding', 'Pruning', 'Using Fertilizers']",1.0,0.0,1.0,3.0,1.0,0.0,500.0,450.0,1000.0,1000.0,,500.0,It's picked from your farm,Supplier,
F-412,1.0,Luwero,1,yes,7.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.897,1204.272,0.965444,1350.0,1200.0,2009-02-20 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",2.0,2.0,0.0,4.0,0.0,0.0,1500.0,750.0,3000.0,3000.0,,1500.0,At a hulling station,Hulling Station representative,
F-413,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,6.9,1133.5,0.481749,1050.0,1000.0,2000-09-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding']",2.0,3.0,2.0,3.0,5.0,0.0,1000.0,850.0,2000.0,2000.0,,1000.0,It's picked from your farm,Supplier,
